,source,author,title,description,url,urlToImage,publishedAt,content
20,"{'id': None, 'name': 'Hackaday.com'}",Bryan Cockfield,$100k to Crack a Bitcoin Wallet,"When Bitcoin peaked a few years ago, with single coins reaching around $18,000 USD, heartbreaking stories began circulating about people who had tens or hundreds of coins they mined in the early days when coins were worth just a few dollars or cents. Since th…",https://hackaday.com/2020/04/11/100k-to-crack-a-bitcoin-wallet/,https://hackaday.com/wp-content/uploads/2017/12/bitcoin-hype-featured.jpg,2020-04-12T02:00:00Z,"When Bitcoin peaked a few years ago, with single coins reaching around $18,000 USD, heartbreaking stories began circulating about people who had tens or hundreds of coins they mined in the early days when coins were worth just a few dollars or cents. Since th… [+1224 chars]"
21,"{'id': None, 'name': 'Readwrite.com'}",Atman Rathod,Could Cryptocurrency Applications Change the Future of Digital Payment?,Exchange of value in the form of money and funds has been an essential process since time immemorial. It only makes a difference in how the ways have changed through human history. A new method of exchange has taken shape as technology boomed its way over tim…,https://readwrite.com/2020/04/22/could-cryptocurrency-applications-change-the-future-of-digital-payment/,https://images.readwrite.com/wp-content/uploads/2020/03/Could-Cryptocurrency-Applications-Change-the-Future-of-Digital-Payment.jpg,2020-04-22T15:00:11Z,Exchange of value in the form of money and funds has been an essential process since time immemorial. It only makes a difference in how the ways have changed through human history. A new method of exchange has taken shape as technology boomed its way over tim… [+8889 chars]
22,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Kirsten Korosec,Stocks post worst quarter since 2008 financial crisis,"The first quarter of 2020 ended with a whimper — with the Dow Jones Industrial Average, S&P 500 and NASDAQ posting their worst quarter in decades — as the COVID-19 pandemic continues to cause uncertainty and volatility across all major stock market indices. A…",http://techcrunch.com/2020/03/31/stocks-post-worst-quarter-since-2008-financial-crisis/,https://techcrunch.com/wp-content/uploads/2015/05/bear.jpg?w=649,2020-03-31T20:30:58Z,"The first quarter of 2020 ended with a whimper  with the Dow Jones Industrial Average, S&amp;P 500 and NASDAQ posting their worst quarter in decades as the COVID-19 pandemic continues to cause uncertainty and volatility across all major stock market indices.… [+2317 chars]"
23,"{'id': 'the-next-web', 'name': 'The Next Web'}",David Canellis,Travelex paid $2.3M in Bitcoin to get its systems back from hackers,"Travelex paid hackers $2.3 million worth of Bitcoin to regain access to its computer systems after a devastating ransomware attack on New Year’s Eve, reports the Wall Street Journal. The London-based company said it decided to pay the 285 BTC based on the adv…",https://thenextweb.com/hardfork/2020/04/09/travelex-paid-2-3m-in-bitcoin-to-get-its-systems-back-from-hackers/,https://img-cdn.tnwcdn.com/image/hardfork?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2019%2F10%2FHacker-ransomware-bitcoin.jpg&signature=4859a558b60218ed8c9f25030ec450fb,2020-04-09T17:01:42Z,"Travelex paid hackers $2.3 million worth of Bitcoin BTC to regain access to its computer systems after a devastating ransomware attack on New Years Eve, reports the Wall Street Journal.
The London-based company said it decided to pay the 285 BTC based on the… [+1013 chars]"
24,"{'id': None, 'name': 'Gizmodo.com'}",Dell Cameron,"Criminal Hackers Use Official-Looking Coronavirus Forms to Spread Malware, Steal Passwords","Security experts are tracking a range of new threats incidentally linked to the coronavirus that’s killed no fewer than 44,216 people worldwide. Where most see despair, some cyber criminals see opportunity. Read more...",https://gizmodo.com/coronavirus-email-forms-used-to-spread-malware-steal-p-1842617107,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c725zccvng8a4gnqpklc.jpg",2020-04-01T17:51:00Z,"Security experts are tracking a range of new threats incidentally linked to the coronavirus thats killed no fewer than 44,216 people worldwide. Where most see despair, some cyber criminals see opportunity.
Online, criminals are working to take advantage of t… [+2507 chars]"
25,"{'id': None, 'name': 'Cgmagonline.com'}",Clement Goh,Cooking Mama Becomes Subject of Strange Hacking Claims - CGMagazine,"Cooking Mama Becomes Subject of Strange Hacking Claims CGMagazine Mystery of the removed game Cooking Mama Cookstar videogamedunkey Is Cooking Mama Cookstar a bitcoin miner? Devs respond to cryptocurrency rumours! HITC - Football, Gaming, Movies, TV, Music Co…",https://www.cgmagonline.com/2020/04/06/xbox-series-x-controller-batteries/,https://images.cgmagonline.com/wp-content/uploads/2020/04/xbox-series-x-controller-continues-aa-and-rechargeable-battery-co-existence.jpg,2020-04-06T17:16:24Z,
26,"{'id': None, 'name': 'Wordpress.com'}",,We Recovered over $300K of Bitcoin,"Story time! Around twenty years ago, I was working as a reverse-engineer and cryptanalyst for AccessData while getting my Physics degree at BYU. It was the late 90s and early 2000s. The US governme…",https://reperiendi.wordpress.com/2020/04/03/how-i-recovered-over-300k-of-bitcoin/,https://s0.wp.com/i/blank.jpg,2020-04-03T21:20:51Z,"Story time! Around twenty years ago, I was working as a reverse-engineer and cryptanalyst for AccessData while getting my Physics degree at BYU. It was the late 90s and early 2000s. The US government had been gradually easing off export restrictions on softwa… [+13339 chars]"
27,"{'id': None, 'name': 'Readwrite.com'}",James Efron,Know Your Customer Regulations in Crypto Exchanges,"Over the past few years, buying top digital currencies such as Bitcoin and Ether is common in off-exchange trading. The utilization of digital assets at a corporate level is quite promising. The cash management is revolutionizing, which is revamping the conve…",https://readwrite.com/2020/04/20/know-your-customer-regulations-in-crypto-exchanges/,https://images.readwrite.com/wp-content/uploads/2020/03/Know-Your-Customer-Regulations-in-Crypto-Exchanges.jpg,2020-04-20T18:00:39Z,"Over the past few years, buying top digital currencies such as Bitcoin and Ether is common in off-exchange trading. The utilization of digital assets at a corporate level is quite promising. The cash management is revolutionizing, which is revamping the conve… [+8904 chars]"
28,"{'id': None, 'name': 'Righto.com'}",,The most common chip you've never heard of,http://habrahabr.ru/post/257387  This article is now available in Russian: Майним Bitcoin с помощью бумаги и ручки .  A die photo of the int...,http://www.righto.com/2014/05/reverse-engineering-tl431-most-common.html,,2020-04-16T03:40:58Z,"http://habrahabr.ru/post/257387
This article is now available in Russian: Bitcoin .
A die photo of the interesting but little-known TL431 power supply IC
provides an opportunity to explore how analog circuits are implemented in silicon.
While the circuit … [+21571 chars]"
29,"{'id': 'engadget', 'name': 'Engadget'}",Daniel Cooper,Facebook’s global currency plans were always doomed,"The Libra Association, the Facebook-backed cryptocurrency outfit with plans to own the future of money, has had a change of heart. After almost a full year of criticism, the body has climbed down from its original goal of creating a single “stablecoin” for th…",https://www.engadget.com/facebook-libra-changes-190011623.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=80&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-images%2F2019-10%2Fcf057100-f024-11e9-affb-0198b744a3d7&client=amp-blogside-v2&signature=503fb05640a8f4f5e432093d505707c011e56447,2020-04-16T19:00:11Z,"Now, Libra will tie itself to a series of currencies, including US Dollars, Euros, and British Pounds. As TechCrunch explains, “when you send one Libra, you’ll actually send a fraction of USD-backed, EUR-backed, GBP-backed (etc.) stablecoins.” That should be … [+4629 chars]"
30,"{'id': 'the-next-web', 'name': 'The Next Web'}",Mix,New Android ransomware threatens to ‘expose’ your porn escapades to the FBI,"No, the feds don’t care about the porn you may or may not have downloaded — but hackers sure want you to believe so. There’s a new Android ransomware that encrypts your files and poses as the FBI to trick you into providing your credit card information. Dubbe…",https://thenextweb.com/?p=1288307,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2019%2F04%2Fsextortion-blockchain-cryptocurrency-bitcoin-masturbation-video-hack.jpg&signature=3212fb12a19fb2deb4849037d4703cab,2020-04-28T10:00:51Z,"No, the feds dont care about the porn you may or may not have downloaded but hackers sure want you to believe so.
Theres a new Android ransomware that encrypts your files and poses as the FBI to trick you into providing your credit card information. Dubbed B… [+2146 chars]"
31,"{'id': None, 'name': 'Androidcentral.com'}",Luke Edwards,"IPVanish is a highly customizable VPN client, here's our full review","IPVanish Why choose IPVanish VPN A deeply customizable VPN that's great for streaming, torrenting and use on lots of devices at once. Works with Mac Windows Android iPhone & iPad Linux Routers Best VPN for Netflix, Hulu, and streaming Gaming Torrenting and do…",https://www.androidcentral.com/ipvanish-review,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2020/02/ipvanish-hero.jpg?itok=IYBHtqNS,2020-04-16T15:48:44Z,"Pros
<ul><li>Netflix unblocking</li><li>Fast live chat support</li><li>Customizable apps</li><li>Owned servers</li></ul>
Cons
<ul><li>Short trial</li><li>Odd issue with usability</li><li>No Bitcoin support</li></ul>
IPVanish is a VPN that's U.S. based. Fo… [+4842 chars]"
32,"{'id': None, 'name': 'Bitcoinethereumnews.com'}",,Bitcoin and Ethereum Source-Code Stored in a Time Capsule for a 1000 Years,"Humankind just faced a huge threat from the epidemic spread of the deadly Coronavirus. As the battle against the virus is still on-going, it not",https://bitcoinethereumnews.com/bitcoin/bitcoin-and-ethereum-source-code-stored-in-a-time-capsule-for-a-1000-years/,https://cdn.coingape.com/wp-content/uploads/2020/04/02094053/time-capsule.jpg,2020-04-02T05:36:45Z,"Humankind just faced a huge threat from the epidemic spread of the deadly Coronavirus. As the battle against the virus is still on-going, it not far-fetched to fear apocalypse or global catastrophe in the future.
Advertisement
Github, the U.S. based company… [+2126 chars]"
33,"{'id': None, 'name': 'Hackaday.com'}",Jonathan Bennett,"This Week in Security: Nintendo Accounts, Pernicious Android Malware, and an iOS 0-day","A rash of Nintendo account compromises has made the news over the last week. Nintendo’s official response was that they were investigating, and recommended everyone enabled two factor authentication on their accounts.
[Dan Goodin] over at Ars Technica has a c…",https://hackaday.com/2020/04/24/this-week-in-security-nintendo-accounts-pernicious-android-malware-and-an-ios-0-day/,https://hackaday.com/wp-content/uploads/2016/01/darkarts.jpg,2020-04-24T14:00:44Z,"A rash of Nintendo account compromises has made the news over the last week. Nintendo’s official response was that they were investigating, and recommended everyone enabled two factor authentication on their accounts.
[Dan Goodin] over at Ars Technica has a … [+7209 chars]"
34,"{'id': None, 'name': 'Techmeme.com'}",,"Binance adds Bitcoin options trading to its mobile app, six months after adding futures trading, as it looks to widen its lead in the Bitcoin derivatives market (Colin Harper/Decrypt)","Colin Harper / Decrypt : Binance adds Bitcoin options trading to its mobile app, six months after adding futures trading, as it looks to widen its lead in the Bitcoin derivatives market — Binance launched Bitcoin futures trading half a year ago, and it's now …",https://www.techmeme.com/200414/p1,https://cdn.decrypt.co/wp-content/uploads/2020/04/binance-options-trading-mobile-900x470.jpg,2020-04-14T05:50:05Z,
35,"{'id': 'business-insider', 'name': 'Business Insider'}",Shalini Nagarajan,Global stocks jump after Japan ramps up economic stimulus and governments look to ease lockdowns,"<ul>
<li>Global stocks gained on Monday after the Bank of Japan bolstered its economic stimulus.</li>
<li>Investors also cheered reports that national governments, especially those in Europe, are set to ease lockdown restrictions in the coming weeks.</li>
<li…",https://markets.businessinsider.com/news/stocks/global-stocks-jump-bank-of-japan-boosts-stimulus-lockdowns-2020-4-1029132101,https://images.markets.businessinsider.com/image/5e99d99c8427e96bb4387328-2400/2010-11-16t000000z1911304768gm1e6bh0g9c01rtrmadp3markets-stocks.jpg,2020-04-27T10:35:28Z,"Brendan McDermid/Reuters
Global stocks rose Monday after the Bank of Japan ramped up its monetary stimulus in response to the coronavirus outbreak.
The central bank committed to a multi-pronged asset purchase plan, signaling its intention to mitigate the ec… [+2308 chars]"
36,"{'id': None, 'name': 'Techmeme.com'}",,"Bitcoin Cash reduces its block rewards by half, causing many miners to see gross margins drop to near zero, after reaching block height of 630,000 on Wednesday (Wolfie Zhao/CoinDesk)","Wolfie Zhao / CoinDesk : Bitcoin Cash reduces its block rewards by half, causing many miners to see gross margins drop to near zero, after reaching block height of 630,000 on Wednesday — Bitcoin Cash - the blockchain that forked off Bitcoin in 2017 - has just…",https://www.techmeme.com/200408/p29,https://www.coindesk.com/wp-content/uploads/2018/07/pig-bank-empty-e1532550519941-1200x628.jpg,2020-04-08T15:45:02Z,
37,"{'id': None, 'name': 'Androidcentral.com'}",Luke Edwards,"NordVPN may be one of the best VPN services for you to use, here's why","NordVPN Why choose NordVPN A feature rich VPN service that's great for Netflix unblocking, double layer security and plenty of app support. Works with Mac Windows Android iPhone & iPad Linux Routers Best VPN for Netflix, Hulu, and streaming Gaming Torrenting …",https://www.androidcentral.com/nordvpn-review,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2020/02/nordvpn-hero.jpg?itok=YijuadgP,2020-04-02T14:28:35Z,"Pros
<ul><li>Netflix unblocking</li><li>Double kill switch </li><li>Fast live chat support</li><li>Dual layer encryption</li></ul>
Cons
<ul><li>Slightly above average prices</li><li>Browser extensions are basic</li></ul>
NordVPN is a very impressive servi… [+6616 chars]"
38,"{'id': None, 'name': 'Techmeme.com'}",,"Bitmain wins legal case against the 2nd-largest Bitcoin mining pool Poolin, which it previously owned, with court ruling Poolin cofounders violated non-competes (Decrypt)","Decrypt : Bitmain wins legal case against the 2nd-largest Bitcoin mining pool Poolin, which it previously owned, with court ruling Poolin cofounders violated non-competes — The second largest Bitcoin mining pool Poolin now has to return $123,000 to its former…",https://www.techmeme.com/200413/p19,https://cdn.decrypt.co/wp-content/uploads/2020/04/shutterstock_7726938521-900x470.jpg,2020-04-13T20:05:01Z,
39,"{'id': None, 'name': 'Techmeme.com'}",,"China-based Bitcoin miner maker Ebang files for a US IPO; Ebang had revenue of $109M in 2019, down from $319M in 2018 (Yogita Khatri/The Block)","Yogita Khatri / The Block:
China-based Bitcoin miner maker Ebang files for a US IPO; Ebang had revenue of $109M in 2019, down from $319M in 2018  —  Ebang International, one of the world's largest bitcoin mining machines manufacturers, has just formally filed…",https://www.techmeme.com/200425/p9,https://www.tbstat.com/wp/uploads/2020/03/Mining.jpg,2020-04-25T16:55:02Z,"About This Page
This is a Techmeme archive page.
It shows how the site appeared at 12:55 PM ET, April 25, 2020.
The most current version of the site as always is available at our home page.
To view an earlier snapshot click here
and then modify the date … [+9 chars]"
40,"{'id': None, 'name': 'Theregister.co.uk'}",Tim Anderson,Typosquatting RubyGems laced with Bitcoin-nabbing malware have been downloaded thousands of times,"'Seemingly no transactions were made' but problem highlights risks of software supply chain
A researcher has uncovered malicious packages in the RubyGems repository, one of which was downloaded more than 2,000 times.…",https://www.theregister.co.uk/2020/04/21/rubygems_bitcoin_malware/,https://regmedia.co.uk/2019/07/25/malware.jpg,2020-04-21T09:45:12Z,"A researcher has uncovered malicious packages in the RubyGems repository, one of which was downloaded more than 2,000 times.
RubyGems, the standard package manager for Ruby, was studied by threat analyst Tomislav Maljic at ReversingLabs, who highlighted rese… [+3335 chars]"
41,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"'A glimmer of hope': Stocks, oil jump on signs of a Chinese manufacturing recovery and progress in the coronavirus fight in Europe","Stocks climbed on Tuesday, driven by signs of a Chinese manufacturing recovery and the prospect of the novel coronavirus passing its peak in Europe. The Chinese government released a purchasing managers' index reading of 52 for March, up from 35.7 in February…",https://www.businessinsider.com/stocks-oil-jump-china-manufacturing-pmi-europe-coronavirus-gains-2020-3,https://i.insider.com/5e82fd922d41c11a767c1ca4?width=1200&format=jpeg,2020-03-31T10:05:03Z,"<ul><li>Stocks climbed on Tuesday, driven by signs of a Chinese manufacturing recovery and the prospect of the novel coronavirus passing its peak in Europe.</li><li>The Chinese government released a purchasing managers' index reading of 52 for March, up from … [+2817 chars]"
42,"{'id': None, 'name': 'Techmeme.com'}",,"Researchers discovered 725 Ruby libraries on the official RubyGems repository contained malware intended to copy users' clipboards, targeting bitcoin payments (Tomislav Maljic/ReversingLabs Blog)","Tomislav Maljic / ReversingLabs Blog : Researchers discovered 725 Ruby libraries on the official RubyGems repository contained malware intended to copy users' clipboards, targeting bitcoin payments — Typosquatting barrage on RubyGems software repository users…",https://www.techmeme.com/200418/p6,https://blog.reversinglabs.com/hubfs/Blog/Mining-for-malicious-Ruby-gems.jpg,2020-04-18T09:05:04Z,
43,"{'id': None, 'name': 'Theregister.co.uk'}",Iain Thomson,Grab your Bitcoin while you can because Purse.io is shutting up shop in June and you could lose the lot,"Amazon, the government, economics? Startup schtum on sudden closure Pulse.io is advising its customers to withdraw all digital funds from the site ""as soon as possible,"" after announcing it'll shut down completely on June 26.…",https://www.theregister.co.uk/2020/04/17/pulseio_shutdown_cryptocurrency/,https://regmedia.co.uk/2020/04/17/purse_shutterstock.jpg,2020-04-17T20:00:47Z,"Pulse.io is advising its customers to withdraw all digital funds from the site ""as soon as possible,"" after announcing it'll shut down completely on June 26.
The online souk, which matched bitcoin (BTC) and bitcoin cash (BCH) users who wanted to buy Amazon g… [+1372 chars]"
44,"{'id': None, 'name': 'Cracked.com'}",NisiOptimum,The Official Pablo Escobar Phone Saga Is Bonkers,The Escobar legacy lives on (in phone form).,https://www.cracked.com/article_27303_the-crazy-tale-official-pablo-escobar-smartphone.html,https://s3.crackedcdn.com/phpimages/article/4/9/5/729495_v3.jpg,2020-03-29T07:00:00Z,"This is actually the sickest burn the flamethrower produced.
As you might've figured out from the above tales, Roberto was always kind of a card. His biography is the source of a bunch of outlandish stories, like the one about the cartel losing 10 percent of… [+2580 chars]"
45,"{'id': None, 'name': 'Theregister.co.uk'}",Thomas Claburn,"Wake up, Neo: Microsoft mulls using your brain waves or body heat to mine crypto-currency while viewing ads","So this is how the world ends – as a Matrix fanfic
Microsoft last month applied for a US patent describing a way to use body activity like brain waves as proof-of-work in a cryptocurrency system.…",https://www.theregister.co.uk/2020/04/24/microsoft_brain_wave_cryptomining_ads/,https://regmedia.co.uk/2017/04/27/brain_shutterstock.jpg,2020-04-24T23:26:15Z,"Microsoft last month applied for a US patent describing a way to use body activity like brain waves as proof-of-work in a cryptocurrency system.
One of the ways the Windows giant's inventors imagine using the technology is to award cryptocurrency when people… [+2794 chars]"
46,"{'id': None, 'name': 'Forbes.com'}","Billy Bambrough, Contributor, Billy Bambrough, Contributor https://www.forbes.com/sites/billybambrough/",Crypto Traders See Bitcoin (But Not Ethereum) Surging To All-Time Highs In 2020—Here’s Why,"Despite bitcoin dropping by some 30% over the last 30-day period, survey results show bitcoin investors were upbeat at the beginning of the year, with most expecting the bitcoin price to soar to over $20,000 per bitcoin in 2020...",https://www.forbes.com/sites/billybambrough/2020/03/30/crypto-traders-see-bitcoin-but-not-ethereum-surging-to-all-time-highs-in-2020-heres-why/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F1214132428%2F0x0.jpg,2020-03-30T11:24:39Z,"Bitcoin investors have nervously watched markets over recent weeks, with some senior figures in the bitcoin community warning confidence has ""evaporated.""
The bitcoin price has swung wildly along with traditional markets since the coronavirus COVID-19 began … [+3781 chars]"
47,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Saloni Shukla and Sachin Dave,Bitcoin beats coronavirus blues,Bitcoin is currently the best performing asset class in the last one year.,https://economictimes.indiatimes.com/markets/stocks/news/bitcoin-beats-coronavirus-blues/articleshow/75049718.cms,"https://img.etimg.com/thumb/msid-75049754,width-1070,height-580,imgsize-116609,overlay-etmarkets/photo.jpg",2020-04-08T13:01:18Z,"Mumbai: Cryptocurrency as an asset class has outperformed others like stocks, bonds and commodities since the rout began on February 20 as punters believe that this could remain untouched by the Coronavirus inflicted pain on economies. 
The Supreme Court ord… [+2954 chars]"
48,"{'id': None, 'name': 'Forbes.com'}","Luke Fitzpatrick, Contributor, 
 Luke Fitzpatrick, Contributor
 https://www.forbes.com/sites/lukefitzpatrick/",Bitcoin Halving: A New Class Of Bitcoin Millionaires May Emerge,"The third bitcoin halving could be a major catalyst for monetary change, resulting in a generation of new crypto millionaires.",https://www.forbes.com/sites/lukefitzpatrick/2020/04/27/bitcoin-halving-a-new-class-of-bitcoin-millionaires-may-emerge/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5ea67e59228117000681a65b%2F0x0.jpg,2020-04-27T06:46:25Z,"The photo shows a physical imitation of a Bitcoin in Dortmund, western Germany, on January 27, 2020. ... [+] (Photo by INA FASSBENDER / AFP) (Photo by INA FASSBENDER/AFP via Getty Images)
AFP via Getty Images
Crypto investors and hodlers alike are sitting o… [+5876 chars]"
49,"{'id': 'bloomberg', 'name': 'Bloomberg'}",,Bitcoin Jumps to Highest Level Since March's Coronavirus Crash,,https://www.bloomberg.com/news/articles/2020-04-23/bitcoin-jumps-to-highest-level-since-march-s-coronavirus-crash,,2020-04-23T17:11:23Z,
50,"{'id': 'bloomberg', 'name': 'Bloomberg'}",,"Bitcoin Risks Losing Momentum After Climbing Back to $7,000",,https://www.bloomberg.com/news/articles/2020-04-20/bitcoin-risks-losing-momentum-after-climbing-back-to-7-000,,2020-04-20T16:09:17Z,
51,"{'id': None, 'name': 'Forbes.com'}","Billy Bambrough, Contributor, Billy Bambrough, Contributor https://www.forbes.com/sites/billybambrough/",Former Hedge Fund Billionaire Bets Big On Bitcoin With Wager Against Gold And Treasuries,As bitcoin bulls eye the upcoming bitcoin halving—among other major developments on the horizon—former hedge fund billionaire-turned crypto investor Michael Novogratz has bet that bitcoin will outperform almost every other market...,https://www.forbes.com/sites/billybambrough/2020/04/09/former-hedge-fund-billionaire-bets-big-on-bitcoin-with-wager-against-gold-and-treasuries/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F1181728529%2F0x0.jpg,2020-04-09T06:25:28Z,"Bitcoin and cryptocurrency investors are feeling bullish after a rocky start to the year. 
The bitcoin price, trading more-or-less flat for 2020 so far, had rocketed in the first few months of the year but was halted in its tracks by the coronavirus crisis. … [+3208 chars]"
52,"{'id': None, 'name': 'Techmeme.com'}",,"New research on market inflows for stablecoins from Oct. 2017-present suggests Tether wasn't used to pump Bitcoin prices in 2017, contradicting previous reports (Colin Harper/Decrypt)","Colin Harper / Decrypt:
New research on market inflows for stablecoins from Oct. 2017-present suggests Tether wasn't used to pump Bitcoin prices in 2017, contradicting previous reports  —  New research is attempting to put one of crypto's favorite conspiracy …",https://www.techmeme.com/200423/p8,https://cdn.decrypt.co/wp-content/uploads/2020/04/tether-bitcoin-market-prices-900x470.jpg,2020-04-23T13:15:14Z,
53,"{'id': 'bloomberg', 'name': 'Bloomberg'}",,Bitcoin Pushes Through Key Level That Spurred January Rally,,https://www.bloomberg.com/news/articles/2020-04-03/bitcoin-pushes-through-key-level-that-spurred-january-rally,,2020-04-03T15:31:37Z,
54,"{'id': 'bloomberg', 'name': 'Bloomberg'}",,"Bitcoin Is Below $7,000 But Novogratz Stays Long, Shorts Stocks",,https://www.bloomberg.com/news/articles/2020-04-13/bitcoin-s-below-7-000-but-novogratz-stays-long-shorts-stocks,,2020-04-13T14:35:31Z,
55,"{'id': None, 'name': 'Forbes.com'}","Billy Bambrough, Contributor, Billy Bambrough, Contributorhttps://www.forbes.com/sites/billybambrough/",This Bitcoin Rival Is Suddenly Rocketing—Up 75% So Far This Year,"While bitcoin traders and investors are eagerly eyeing the upcoming bitcoin halving, some smaller cryptocurrencies are making massive gains...",https://www.forbes.com/sites/billybambrough/2020/04/28/this-bitcoin-rival-is-suddenly-rocketing-up-75-so-far-this-year/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F893557428%2F0x0.jpg,2020-04-28T22:56:02Z,"Bitcoin has rebounded after a heavy March sell-off to trade more-or-less flat for the year-to-date. 
While bitcoin traders and investors are eagerly eyeing the upcoming bitcoin halving, some smaller cryptocurrencies are making massive gains. 
Stellar lumens… [+2215 chars]"
56,"{'id': None, 'name': 'Techmeme.com'}",,"Report: Travelex paid hackers 285 BTC, worth around $2.3M, to regain access to its systems after a ransomware attack on New Year's Eve (David Canellis/The Next Web)","David Canellis / The Next Web : Report: Travelex paid hackers 285 BTC, worth around $2.3M, to regain access to its systems after a ransomware attack on New Year's Eve — HACKERS CONTROLED ITS NETWORKS FOR MORE THAN A MONTH — Travelex paid hackers $2.3 million …",https://www.techmeme.com/200409/p36,https://img-cdn.tnwcdn.com/image/hardfork?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2019%2F10%2FHacker-ransomware-bitcoin.jpg&signature=4859a558b60218ed8c9f25030ec450fb,2020-04-09T18:30:02Z,
57,"{'id': None, 'name': 'Forbes.com'}","Clem Chambers, Contributor, Clem Chambers, Contributor https://www.forbes.com/sites/investor/people/clem/",Bitcoin: The Halvening Cometh,"In May, the rate at which new bitcoins are created will be cut in half.",https://www.forbes.com/sites/investor/2020/04/15/bitcoin-the-halvening-cometh/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F872670632%2F0x0.jpg%3FcropX1%3D0%26cropX2%3D7359%26cropY1%3D377%26cropY2%3D4515,2020-04-15T15:11:41Z,"HONG KONG, HONG KONG - NOVEMBER 9: As a visual representation of the digital Cryptocurrency, Bitcoin ... [+] with US Dollar on November 9, 2017 in Hong Kong, Hong Kong. Cryptocurrencies - Bitcoin, have seen unprecedented growth in 2017. (Photo by studioEAST/G… [+3291 chars]"
58,"{'id': None, 'name': 'Forbes.com'}","Billy Bambrough, Contributor, Billy Bambrough, Contributor https://www.forbes.com/sites/billybambrough/",Bitcoin Is On Fire,"The bitcoin price is up almost 6% over the last 24-hour trading period, outperforming almost all major indexes with stocks across Europe following Asia slightly higher...",https://www.forbes.com/sites/billybambrough/2020/04/06/bitcoin-is-on-fire/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F1064216672%2F0x0.jpg,2020-04-06T11:08:38Z,"Bitcoin is once again climbing, making gains alongside broader marketswith the bitcoin price up 12% over the last week and powering into the second quarter. 
The bitcoin price is up almost 6% over the last 24-hour trading period, outperforming almost all maj… [+2562 chars]"
59,"{'id': None, 'name': 'Techmeme.com'}",,"Binance launches Bundle, a no-fee social payments app for users in Africa, starting in Nigeria with support for the naira, bitcoin, binance coin, and BUSD (Paddy Baker/CoinDesk)","Paddy Baker / CoinDesk:
Binance launches Bundle, a no-fee social payments app for users in Africa, starting in Nigeria with support for the naira, bitcoin, binance coin, and BUSD  —  A crypto payments app backed by global exchange Binance has launched in Nige…",https://www.techmeme.com/200423/p21,https://www.coindesk.com/wp-content/uploads/2020/04/shutterstock_1054621472-1200x628.jpg,2020-04-23T15:50:03Z,
60,"{'id': None, 'name': 'Forbes.com'}","Billy Bambrough, Contributor, Billy Bambrough, Contributor https://www.forbes.com/sites/billybambrough/",Is This When To Buy Bitcoin?,"With the next bitcoin halving fast approaching, some in the bitcoin and crypto community have called the bottom of the market—though others are not so sure...",https://www.forbes.com/sites/billybambrough/2020/04/14/is-this-when-to-buy-bitcoin/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F1201532637%2F0x0.jpg,2020-04-14T06:38:02Z,"Bitcoin has bounced after its price dropped to under $4,000 per bitcoin last monthclimbing to around $7,000 over the last two weeks. 
The bitcoin price, which is now trading flat for the year, has swung wildly due to the economic and financial devastation wr… [+2591 chars]"
